base_travel_time,precipitation_mm,wind_speed_kmh,traffic_congestion_ratio,risk_score
9.513516534115597,57.65827093337027,74.07727546291889,1.6942509473715406,0.3566795846197441
5.827662837272576,56.89902091797363,99.58064656720845,1.8420327420896245,0.22284188136721733
10.444577119025206,16.215602486665937,4.0977308757758735,2.9693987659032697,0.3439034313904923
8.671048319653003,2.93243161345897,24.491943466143383,1.1683881805269059,0.039375146427355345
2.035950826764145,24.30396174456554,59.77407483835645,1.22330225416517,0.09458641808411014
11.731845868004315,12.570904388716064,41.519445332526374,1.870740682628149,0.1629499392685038
9.372536721893884,31.663078337255524,63.75562065466429,1.338487309369496,0.155208877818871
9.646707358046491,78.34768953220834,58.64043331387857,2.3696603212825975,0.40170114114880795
2.409249959431005,14.485709672417677,78.79894678995095,1.721355064631405,0.10154617026032414
5.954245316851239,25.509915473837516,7.0902920140745955,2.6924149291225694,0.3334665328665572
5.078778266558394,58.00914530556579,44.06160699284484,2.4972210985663086,0.37570648739362145
11.19441487733462,40.73462262895373,86.00537896898004,1.9416135891972968,0.2942279426416624
8.08251632088731,3.514251485870794,36.27619053469616,2.689958783120677,0.29348672378344814
10.05037774597913,12.935201452905734,50.37888052702454,1.201637689963112,0.10872353802151699
5.877556187100643,74.81996438185567,2.1578626293633274,2.1621980091904565,0.3028425653990385
3.499625939632546,8.253199419122277,22.417389508429853,2.210265933619626,0.22864824668091244
7.100432657174183,50.80742297677646,46.36551215823466,1.4920422276595946,0.3315626753003974
1.7019898171459285,63.38605190727292,39.89681262643436,1.0992426529805575,0.2675588991238529
10.103942891918402,21.235125017993912,71.46548769101429,2.070397924926894,0.2140813178878868
7.948308390342714,58.00624025109521,61.187998159154446,2.0273540991197017,0.2850000129799208
9.338965140939113,13.59161432241442,88.02825221644987,2.307223518700985,0.23122969963688503
4.899785649428551,22.780021986703225,85.47707016974012,1.425857481854069,0.19795305692078627
11.677678268343936,24.945762470736597,24.12198407663095,1.3592867235128037,0.21347674918695314
10.824332334544174,79.71479924513788,1.7638729033870981,2.955831778711371,0.4570309427177023
9.56221846781138,17.16578361743658,85.44707697037623,1.22737699056915,0.11797728510807198
3.1410257863716433,10.336597170686801,32.91208641050329,2.9988171720426244,0.35955589108414127
6.133931040997376,74.05531499851283,34.71097092406,2.4399535483048407,0.41748522729381315
1.4818414236595165,12.95445550562822,15.839479819847412,2.2586444766205274,0.29618379053686167
2.697184412743026,70.34239357035243,69.30072661472327,1.6795669909719546,0.3528012966593467
